Load;Heat;Wind
362.9439006;497.239402;2.1125
360.371676;464.8755807;5.2175
357.03915;426.3710253;5.6925
358.0108175;426.7469306;8.3425
355.4101416;438.6187694;10.215
355.1402854;477.6798303;10.2125
357.9536583;497.9898037;8.015
355.4327366;513.9312859;8.565
350.2619571;510.8204086;6.4725
353.9047717;502.956045;12.3475
364.0811968;499.9333275;21.4725
357.5238516;511.5158898;31.6525
341.7202836;524.0980129;41.0225
325.8641946;521.6496324;44.1875
314.3373996;503.0974689;25.1725
310.3405163;495.5777163;14.3525
306.1466093;480.7447976;11.5575
303.7165106;484.2238485;10.45
306.324667;471.6581462;14.6825
313.1010485;451.6132133;10.175
332.5226583;455.5663158;10.8875
352.1413138;484.7430134;9.395
355.8714877;529.0881247;7.6175
357.318821;529.8176459;4.6375
358.9807887;528.5412025;5.415
357.5540302;514.3945878;6.2025
355.2178125;498.3104913;5.85
353.8076755;507.9748938;8.685
351.8841398;518.4748947;10.9125
349.4799851;501.4713006;10.595
348.6766794;500.8207948;9.1475
348.3174869;505.1458138;10.81
342.9271665;528.1859499;13.115
345.7999714;552.1057211;12.39
354.569249;548.9925107;14.6675
349.1452496;542.5749397;22.4425
338.9767979;563.4548262;30.26
326.5270507;564.1990114;27.5425
315.8831502;541.3038953;25.185
310.1458055;535.4524329;30.73
306.6204064;529.4106751;31.52
306.196653;505.6604226;14.4175
306.5723131;493.7492064;7.9975
309.5272811;491.2184428;7.17
316.4754328;492.8482088;6.8675
323.8545561;491.3635269;3.9
330.3111839;490.8728368;2.9925
339.5573919;494.5889185;2.2425
345.0149355;501.2457552;3.3475
346.5467107;509.571818;4.2025
344.8767982;512.8525997;6.1925
344.022904;512.9137698;6.84
341.336658;504.9382631;7.1975
340.3347769;498.4815792;17.4575
342.4161408;503.6995226;20.4525
343.9562695;507.029271;19.455
341.3542319;523.3121687;22.905
343.6620541;529.2308101;27.9
350.4720216;522.2173696;36.455
345.8823442;510.5971127;41.55
338.0202801;503.0224194;50.1425
329.0603391;493.3630403;41.79
319.4812468;477.7098828;41.42
313.2151975;476.5719815;39.4825
309.3212272;473.2930088;35.3975
306.3922297;463.9786124;33.0925
306.9715301;449.2990293;32.4175
309.9396517;427.8384848;22.145
313.9550851;432.8305817;11.53
321.0807663;426.4244112;7.9725
325.2653385;433.4609508;5.3625
331.24468;433.0646367;1.8625
337.4256618;445.9070323;3.955
340.5171244;449.6468307;1.085
342.4141289;440.6163924;1.455
339.4781946;441.1243756;1.585
335.3728608;441.5939323;2.94
335.7336228;429.6690027;5.9425
340.1446334;409.6651609;5.905
342.51661;423.1468681;7.17
343.4562589;443.2216779;7.21
348.5399943;465.9157587;6.5125
356.3388705;489.1124483;8.6425
351.5127825;492.6419485;8.895
337.2456997;500.7680843;14.55
325.0608613;484.9789613;16.8825
316.7761082;465.6451953;20.5325
313.3188119;447.508068;37.0975
312.0459273;462.0176568;38.205
310.5527938;468.2405183;45.9125
312.0208254;482.5355823;47.4025
320.839106;492.2714551;45.375
340.8425999;507.8401731;45.795
361.7411881;555.8852928;37.835
363.3249715;609.5550885;47.89
362.8121006;637.7890567;55.35
361.5991161;655.4818355;56.5625
363.6230352;656.2011135;61.82
362.7293761;697.0680646;64.0375
362.8416552;755.9381372;71.85
360.0091923;726.9420967;67.9325
357.6778085;628.4501566;60.6725
360.7210387;591.0075788;54.8325
362.2975834;614.0005743;41.9475
355.7591615;624.7364391;39.9175
356.169833;651.9260183;43.4475
366.9285896;665.2427654;30.825
357.9333016;613.3555226;33.7875
342.3036545;608.5822093;33.405
326.8836609;595.8167208;30.7475
316.0961472;587.1180175;41.97
312.2571709;589.3459646;38.995
309.858458;581.5638895;28.64
310.0572962;571.4770772;23.7325
311.5040634;587.562238;16.45
319.2583406;604.7930784;18.5325
337.5717376;606.2170851;20.11
355.2522847;617.5462559;19.4525
357.0199023;650.9583258;29.19
356.2054111;669.63969;53.86
361.3939297;626.4550951;72.1225
362.278911;589.7915152;70.9275
360.6749072;575.8014807;77.53
361.5950418;561.0338364;79.9
358.6960316;540.5741677;50.2125
355.8454633;531.1327728;37.085
354.2131239;524.3471019;39.1375
354.5213981;506.9022424;32.2325
349.3387419;494.7231055;20.0725
351.1692071;538.0984702;18.7975
362.3466576;579.1802976;27.635
356.6828388;595.5048534;28.23
341.823842;588.0958236;24.8175
327.7580139;567.5676243;18.0425
317.5200603;522.7401421;18.305
312.2638704;499.4423162;14.915
310.6259285;491.0788869;12.625
310.2239213;482.2572764;14.3075
310.5962155;469.721693;21.045
318.4665303;463.4091503;16.8275
337.3899453;464.5237492;18.07
355.0252012;484.6645139;25.5825
357.3582172;503.3315721;35.715
358.7056931;482.8731658;33.7775
358.2728723;448.4668698;33.59
358.8895632;407.2515833;31.865
357.1269667;378.6394175;33.485
356.3251193;362.1988447;27.425
354.5142684;341.9841298;27.12
355.1320998;306.2844513;27.33
356.3172417;289.4317482;19.255
354.4201745;263.0720668;18.6475
347.8442839;269.4735839;14.285
348.6232305;302.4238274;12.1375
361.1749378;334.0662338;12.1
355.5605162;353.4019437;16.0525
340.8387124;388.7481957;10.8575
326.8925904;392.3322969;11.505
319.0773031;388.9706684;14.0725
313.8177452;385.0894104;10.0175
310.8488903;389.8397395;13.9425
310.3514577;404.1427028;12.7825
312.3397961;414.9905222;13.4025
320.80643;434.6725793;11.49
338.3744814;456.9378527;9.3075
357.0189958;427.6176143;8.985
361.00376;481.6895892;8.6975
361.9058316;458.3316711;9.765
363.7157603;397.7796406;8.6825
364.3557767;370.2546633;10.045
360.4801625;328.7394241;13.3625
360.1664627;304.2707899;21.06
358.6939659;281.2319447;27.9125
359.3721749;283.4124041;30.9325
363.6792073;287.9237703;28.535
362.2252465;288.4051786;15.42
357.50106;289.5381974;12.8625
358.537928;298.6300957;21.325
367.5090149;323.648222;21.6425
361.6379092;349.6587233;34.6325
346.0316892;356.5784926;50.515
331.5147554;355.6803286;48.485
320.789694;350.8694814;49.2725
314.3617256;345.8003679;46.495
312.3086216;340.7985947;37.2425
311.3753212;343.4093695;35.435
313.210462;352.4067657;28.795
320.7639654;345.1301786;31.6
336.551145;370.1027085;37.6875
352.1126186;421.1352664;31.2725
359.0098803;429.6841616;40.985
362.9461585;391.6661696;67.5925
365.2397547;377.8493197;95.2775
363.9062847;370.2851271;115.5775
359.9895251;349.0477862;110.055
360.1341813;339.3926715;67.3425
358.3649832;326.9177147;53.2025
357.7886016;319.8258906;69.2025
358.0871032;319.1152634;71.8475
354.8244187;315.8121248;19.545
350.5493189;320.0780983;18.1075
349.5538023;385.8899087;23.7075
357.5489979;437.606689;38.06
351.606251;436.327365;43.725
342.2039464;469.576223;72.9325
330.7059216;471.3948239;115.525
323.3893911;460.8375771;138.835
317.44369;460.5701763;153.545
315.1790995;461.221591;145.215
313.4223098;439.4032168;135.7
313.027652;434.2740785;107.92
315.9980955;434.9263244;93.9375
323.8537518;439.8847323;84.0775
330.8930533;426.0605323;54.76
336.312857;425.1897585;44.77
342.8140359;423.1838198;48.945
346.824417;410.2757927;49.025
347.8035835;399.7227561;44.805
347.8355211;374.3509147;48.075
345.4123142;361.0713097;51.225
341.6692834;353.111173;64.285
339.5929889;339.122357;76.0825
337.2855693;337.4651219;58.635
333.7642607;330.4851981;45.7025
332.5044252;339.8913138;38.3525
338.5693679;354.8517207;33.6025
349.8295075;377.8252162;34.0525
344.0786691;366.9857715;29.23
338.0910008;359.9918581;25.54
331.278176;360.5276489;20.9025
322.7493259;367.3445853;21.4575
316.5638968;363.7745641;24.2625
313.3684915;362.8274686;21.52
311.9175862;365.2371569;17.49
311.7513139;369.7772809;10.03
313.7736226;378.9329737;3.1
318.811739;404.392673;2.6775
322.516784;407.1660486;2.6125
329.055971;412.4956576;3.82
337.5407431;438.5912852;4.6225
341.5828207;453.5803199;5.4425
343.1744962;460.1603598;3.4525
343.5865887;450.0002248;3.795
342.2259871;433.2503158;3.27
340.8791058;421.1385105;0.78
338.8495377;419.7710912;2.28
340.554687;413.8920573;2.78
342.9148034;413.4530651;1.03
340.9760523;420.5734071;1.53
342.4789107;453.0046094;0.8725
352.1508291;467.464463;3.89
348.8713442;499.5679342;4.795
336.0902254;531.5425485;6.3125
322.6734225;531.1613036;10.215
314.3277805;504.7699456;11.665
309.2612772;480.9250067;11.6225
308.1816202;475.3393885;10.345
308.0248798;458.1764498;7.975
310.0504176;467.8432669;6.8925
317.3611995;490.2486135;5.1825
335.6475971;541.1649923;5.0475
352.7223049;591.4490075;3.455
357.6792352;543.7628149;2.78
361.0057221;454.1142828;2.78
363.6417383;408.5700254;3.03
363.9267556;377.9769323;2.03
361.557392;392.8737808;1.3725
360.6484456;393.3396067;1.3725
360.0046085;352.9306874;1.4
358.3838651;322.1055607;1.4
359.5199318;325.8887804;2.585
360.2124864;344.657416;1.8875
355.3179261;360.3322706;2.3875
354.3364335;356.0821149;3.65
361.9737615;352.3123881;5.2575
356.0436077;350.0215039;3.3975
341.2447484;339.3327172;4.585
325.8836358;336.397203;3.02
315.7914773;330.5666651;1.9925
311.1657993;323.1294934;2.15
307.4032543;309.9890158;2.9
306.7189071;309.1075178;4.205
307.9854438;319.8223479;4.8325
314.5485415;339.4911607;5.4675
333.3214167;381.3574475;3.6775
348.4542577;413.0861966;3.9
353.5960106;404.3902627;2.2425
356.4482702;360.0363985;2.1775
359.3786034;340.1372586;4.835
360.8759165;329.0887764;3.545
359.1845749;311.6184432;4.125
358.3106055;295.5722993;2.8225
355.2178447;292.6768345;5.6375
355.0673736;280.2391744;6.1675
356.0142436;279.294279;8.3675
356.9866898;290.6113838;8.6825
350.8263783;294.1025222;6.89
348.5974374;305.7122662;4.36
358.4869905;311.9690438;5.0725
355.0508896;330.602245;6.96
340.3685773;316.5261766;4.5625
326.0584639;306.4181198;4.6775
316.6890274;303.4172008;3.915
311.5239012;304.1116267;3.0075
308.2423047;316.8994726;2.5725
308.1311074;319.6627058;2.85
310.4285407;315.8885585;3.8325
318.1503386;330.0458256;4.7825
335.0202533;372.7522423;12.175
350.6259886;401.3538495;12.4025
356.2500224;383.7721174;9.17
360.2419913;347.9290054;13.785
360.8550567;348.5847853;50.6725
360.4822175;336.6316332;18.07
359.2365472;313.111024;17.24
358.7468972;305.1515342;25.8175
356.8048175;301.9746296;35.475
355.2925815;346.1726712;55.7725
356.4052126;376.6732645;72.7825
356.1644245;387.0773462;76.265
350.6898914;437.3579781;66.3925
349.5151245;442.5700371;35.4525
359.3710168;434.5420146;22.6
356.0302314;442.1042293;28.2125
343.0572473;468.3781477;27.7525
328.4679417;461.1781851;40.235
317.7797025;462.6723117;33.5525
311.4437812;467.4579467;21.4275
308.3312053;460.9027542;19.0175
306.8710452;473.1346071;7.2625
308.1837801;466.9211687;6.1
316.0722071;473.5865758;4.285
332.5476477;496.9959941;4.0575
345.687619;521.8350226;2.4
348.8471584;511.7627154;2.78
349.4693503;495.0287604;3.1225
349.1349874;493.7997259;2.8075
354.2130904;487.032241;3.005
354.4053574;477.6909664;2.57
352.8257691;502.0141301;2.9925
350.1381529;468.034628;1.8075
349.7558711;452.7714257;3.0575
350.3709166;454.4067324;1.965
348.7429072;460.0644398;1.4
343.2981075;484.5772051;3.585
342.6240455;510.0149041;3.52
351.6643199;516.6366029;8.4075
350.5035638;515.1674107;9.275
338.5403945;512.7555382;7.8025
324.758056;493.8414503;10.8725
315.2397339;454.275146;14.5925
307.5520066;461.586029;15.6675
304.4003595;487.3831025;15.025
304.3626583;508.126638;10.255
305.535859;522.1500303;9.0375
313.6662363;535.7811877;6.4975
330.319692;582.1061194;4.37
343.0011925;605.3157187;5.65
350.4298974;585.2288254;2.8225
353.0717561;589.3282064;2.7425
354.9974908;583.1324496;2.4175
355.5359449;536.8745044;3.61
354.7449484;526.8750844;5.7725
352.7829879;529.9998225;6.72
350.9322331;570.7578482;5.665
347.8410664;542.7543812;6.43
347.4039467;526.4271077;5.155
343.905469;567.0728343;5.7475
337.2083266;561.2003514;3.85
335.9947751;562.5075317;1.715
343.9782266;566.514842;2.5575
344.2026997;571.6638271;3.6125
334.239469;563.659175;2.335
322.0476579;553.8035164;4.415
312.8377032;543.411007;4.5475
306.7753433;544.3050676;7.3125
304.2989513;544.2790203;8.3
302.7393796;541.4746102;6.09
302.0038542;544.2757017;4.925
305.1090566;550.2479758;3.4
311.9779789;546.081703;4.0475
315.0538486;561.3322277;3.4925
323.4374241;569.0521998;2.28
332.7725545;612.9803633;2.3725
335.6322132;618.2927067;3.52
336.2771748;633.5212518;4.335
335.004668;666.1769196;2.9
331.9632761;684.5683358;1.8725
329.652493;690.9846397;1.1225
328.0817953;660.5048937;3.4
329.1183537;640.7411576;1.9
328.7900594;649.255281;2.705
326.1141026;669.1632669;3.69
324.7532155;672.5269541;4.48
333.5417709;676.8427817;11.0975
333.8362397;686.6849323;26.4775
325.8868128;675.2595684;37.9025
316.0009729;663.545132;47.0475
306.2399387;656.8244586;51.74
301.0474273;653.0752758;51.385
297.8064544;630.7139938;49.09
296.4326965;622.6602499;38.85
296.9290076;629.3291509;29.7725
299.696696;629.1887801;19.795
304.8512256;619.1268746;12.5575
309.5020777;602.6118885;6.9175
315.6315377;505.7424927;5.03
325.3915859;397.3368078;4.64
331.6235528;372.207568;9.435
335.280345;510.8746925;8.355
334.9575886;513.0024121;10.7925
333.5138213;437.907301;8.5125
331.6544699;547.6948711;7.5125
332.3514443;596.5622878;9.1725
336.105116;560.7773495;8.6325
337.3313024;567.4780909;9.8175
332.7486338;573.2288045;12.175
331.9509698;604.4653634;13.1
342.1059281;646.3115346;27.2275
343.0815294;636.3576147;37.3075
330.624198;624.935749;51.74
315.3044338;621.226775;48.815
306.6915069;625.2766745;52.61
302.345504;611.6321559;43.5
299.4033137;599.7574374;40.26
299.5527778;616.7694412;33.4975
301.6276418;613.197655;28.2525
310.1595822;615.7540287;25.3675
329.6651329;668.8716748;23.9325
343.7833636;718.3621782;15.605
349.1475876;709.8829412;10.61
352.8376952;676.9592355;14.0075
354.8576958;599.6225082;18.965
354.7957774;649.1062477;15.6825
351.4377243;642.2188167;10.305
351.7866507;571.8551628;5.275
351.4707895;550.5635805;2.9275
350.580712;581.6372376;2.44
350.9153152;584.0142986;2.575
348.0498092;587.0652307;4.19
341.4886792;600.382352;4.775
339.8681581;653.7786533;13.325
349.4809138;665.6422763;29.1525
347.7548156;661.1697564;51.885
333.7716814;676.5462438;53.435
319.4603225;672.3214609;52.2275
309.1227601;677.322953;52.885
304.2893995;633.0032369;44.345
300.4599983;631.5045262;28.0675
299.1031006;653.2200192;16.8575
301.7801231;652.6822601;12.03
307.5091562;652.7082751;9.385
324.3475574;676.4072327;8.0275
337.5118472;715.3105707;5.415
342.5434534;701.4994596;2.085
343.5381636;640.8375122;2.28
343.8343213;611.8810524;1.3725
344.7678176;593.2481372;0.8725
344.1565229;581.3125995;3.6125
344.2130108;573.9331093;6.1925
343.4416655;557.415479;4.43
343.2600072;547.5646212;3.535
345.8249248;536.6575706;2.465
347.7748772;532.5747854;3.3725
342.2155239;531.5921635;7.0375
339.2987824;570.5534116;8.7875
346.8410288;618.3357125;13.2325
348.0867419;633.0541763;19.14
333.2719193;632.1743857;28.045
315.8528246;631.7599816;37.1225
306.1174836;615.129786;42.2875
301.5199351;602.4921432;36.8225
297.8246492;601.8375327;48.775
298.2316708;606.2622879;45.8075
300.3086565;605.3441397;55.4925
308.8702497;622.1792802;40.1025
328.1242558;647.2183176;37.955
342.5130622;672.1194001;29.665
349.6538588;649.1197342;10.5975
354.9814378;606.5547703;9.78
358.2707033;574.0277509;7.42
357.5118151;545.1064235;5.2675
353.614762;529.6120334;3.6925
351.3467584;498.8391719;2.715
351.5231775;469.3201831;4.045
352.8030996;456.6727847;3.7675
353.7278228;445.802439;5.615
356.2639472;444.1841808;3.045
352.6298556;447.751336;5.7725
351.2988787;480.0163243;12.4675
356.3932918;514.1564131;18.9775
350.9573255;538.3453247;16.55
337.7647542;555.6299529;8.8025
323.0325392;556.2904844;4.6275
313.4012258;556.6042276;4.97
308.0987611;561.4713249;3.2575
305.5194331;557.3416959;3.39
305.0842168;567.3482656;3.64
306.2182548;574.634356;3.6
311.5745071;590.7541077;3.5725
328.0483773;638.6190609;2.5475
340.1642643;647.0670838;3.955
348.4340967;611.4456253;3.7425
354.2797825;562.547417;4.045
356.9958452;515.9858464;5.5175
356.4474698;479.0395041;9.16
355.3462692;467.3484855;15.27
355.9547651;451.1396095;11.0325
355.3027414;431.9294729;10.5725
354.8849715;410.7009693;14.1425
353.5347535;398.9120882;13.7325
351.8287504;407.1837216;18.195
344.4546128;439.0283189;21.255
342.1460042;455.4130409;23.7225
349.344746;462.1624226;42.71
349.4151778;469.5718301;59.845
337.6212311;471.5760077;90.97
324.7490624;475.4314437;126.885
314.0611039;480.9723295;94.2025
308.5593014;471.5140726;81.51
305.4797048;459.9691456;83.9875
305.1897492;465.5685604;62.7575
304.9250917;468.6355072;44.6075
307.8469264;475.5429292;27.675
310.4307281;479.2978189;17.7125
312.019423;490.3647421;7.4575
320.2607816;526.734842;10.0025
328.1059389;572.1565544;12.2975
333.6145809;631.8400208;8.0525
335.7512077;647.3952619;8.2775
335.3090859;650.3946024;11.0825
333.458144;690.4709104;10.505
330.3505669;698.0766623;6.8175
329.3256957;691.4231227;5.0625
329.9873292;690.795315;5.27
331.1696983;694.0587131;3.705
327.5270603;674.2260393;2.4925
326.099267;644.9411702;1.715
334.7399009;639.3161676;2.89
338.7642768;628.500565;5.1475
329.4583948;633.5632492;6.59
318.8502472;623.5386059;6.2625
311.4516374;615.3746149;13.9175
306.6676638;592.0017132;20.76
303.1103258;598.5422602;17.6175
302.7934532;598.6979498;14.0325
302.6116146;596.6548155;11.9775
304.7486143;614.7849321;11.1075
309.9718707;611.1723914;10.7
310.2833993;606.8082861;8.88
319.3160905;602.7341655;4.715
327.3325236;604.5570921;2.5075
331.7997807;593.1217206;5.48
332.6280115;559.4605234;11.8225
332.0888388;557.7184652;23.2475
329.7355062;548.4143231;30.085
328.0335031;537.3554866;36.585
327.3051832;527.7589165;49.2175
328.28032;541.7796521;29.85
328.5014356;547.2925395;20.44
323.916417;556.6700356;17.4925
322.4572183;585.7117157;20.1625
329.9134723;614.1021017;40.9675
334.0277593;626.6358128;83.3025
326.9195734;635.4191843;89.43
317.5798679;629.0535977;53.15
308.3539549;620.3447459;68.4875
302.7524431;630.3924116;88.3925
299.4940158;653.6980266;68.1325
299.9653518;658.7770464;61.755
300.4027206;644.7122467;57.2775
302.1903951;655.1342689;44.4275
304.674406;655.9221477;44.3725
306.3441057;611.5274627;73.7575
314.1062831;539.5106723;58.105
321.6599484;525.6945236;70.9675
326.7968595;529.6302969;99.21
330.8781931;489.0780826;129.14
331.0516626;491.466539;133.5775
330.6803398;509.3787673;133.33
329.6755327;484.3110242;138.6675
329.8545335;466.4275838;152.8425
329.8684982;464.6930049;143.845
326.9622203;473.0146861;130.9025
322.2875695;498.4164676;109.4625
321.2125896;499.4060459;85.385
330.4810774;519.1664018;58.08
336.9986237;532.5001649;49.37
328.454657;553.4295799;66.2525
317.6942161;569.8023173;62.505
308.8296228;569.5278124;61.4125
304.421424;562.5996507;65.84
302.6149037;562.4794282;61.53
303.2733179;579.5956664;77.675
304.9609872;593.3854444;56.155
312.5569332;589.9562191;49.3375
324.0387119;605.3428872;58.92
332.277785;598.2233171;73.645
339.9952916;559.19971;61.78
345.4679365;508.3052905;60.9
348.9739693;499.2880635;70.02
351.286115;493.0271516;65.195
350.6603417;468.6479014;83.015
350.8993168;452.4986122;87.6925
347.0381652;457.3442003;74.6825
345.9119532;478.410179;59.91
346.2655878;481.6600126;49.1475
345.1709255;493.4315821;43.07
338.463823;509.8287137;31.1
336.320194;558.2684639;17.8975
343.2970407;591.7675462;13.3775
345.3520958;605.4192258;13.5875
331.9664233;590.8359198;14.7225
318.0569435;562.5622037;14.77
309.5102508;545.1523447;11.255
305.0644374;521.6886209;10.0925
303.2806953;481.1897133;5.6175
302.9060502;490.9834264;4.7025
305.739302;479.8698051;3.3475
313.9986752;497.0886997;2.85
330.7736078;525.5531045;3.6225
342.2093766;549.7206687;1.7425
348.7455113;528.3792492;2.65
349.7250898;503.8933538;1.715
351.6410004;495.9087862;2.9
351.7693082;501.2040747;2.1125
347.0448618;528.3081222;2.205
347.185827;546.8531157;4.1125
346.8213985;539.6070454;2.77
346.4613173;537.3788976;2.6125
347.9400924;554.4817898;2.835
346.6623416;563.9015401;1.1125
342.6293406;577.5027833;2.15
340.303222;582.7830352;3.705
346.8884945;575.2915357;6.825
348.3531384;554.1960209;17.015
334.4168762;538.44133;28.255
319.8569986;521.09676;39.8775
309.6174825;492.566228;41.2625
304.0594677;479.3456504;45.36
302.4310487;474.9188028;44.9125
301.2935649;471.3152141;45.165
302.4755563;466.3070004;43.53
308.6551158;476.8682188;45.7075
321.5237147;499.0341066;44.4375
331.5366708;536.3805977;26.82
338.8201155;534.4022263;15.6025
341.0530342;537.269787;14.2325
341.9233481;486.9347859;11.585
341.5530737;462.6642957;17.8975
340.3273289;450.7829325;30.4175
340.9107803;438.8380105;52.24
339.8963021;414.9003104;69.2025
339.474223;432.2153098;89.4025
339.5749901;418.1928363;81.535
338.5988428;449.875441;47.695
331.5183036;479.2575288;36.5675
328.8485055;498.5876726;20.69
334.8924657;503.6463761;21.3225
336.057544;493.8068189;25.62
325.0036468;477.3796968;29.48
315.2344429;452.635776;22.645
306.3384917;448.9623201;21.6525
300.9622921;451.1908591;15.615
297.7994758;450.3258027;18.0825
296.9428783;449.8836379;18.1225
299.1388307;445.1689989;23.79
306.8822972;457.461453;23.985
322.47067;483.3942353;22.9175
335.5741102;511.5673379;16.4075
344.7684362;503.2822659;11.5725
350.2428114;508.1119516;13.3275
351.2071027;504.0539918;31.005
352.0451044;472.5105888;33.355
353.5180762;465.8899664;44.5575
354.9770867;424.8154301;37.4
354.6080675;393.9471546;35.2025
353.6962958;315.2174716;40.0775
356.3441874;332.600996;46.39
356.6123759;385.2887379;68.065
351.3029985;391.3675693;84.8275
349.7999966;402.0039462;70.0425
353.4343665;405.2280521;61.835
348.3480775;421.0979938;53.4475
334.7356849;439.7772343;30.625
319.1506378;432.8398782;35.305
307.7941743;429.1846876;27.385
301.5052194;423.6751796;10.2125
298.4546553;418.087758;9.12
297.0457497;428.3773888;4.4425
298.0667592;442.3733016;5.1925
307.2712295;448.0727402;5.34
323.3335814;475.8333756;6.3675
338.1233977;508.0559905;7.6975
347.5031661;513.3402429;10.425
352.2441593;497.7531636;11.9275
354.8563376;466.3277486;18.04
355.8222284;475.6360143;32.805
354.332437;484.5968826;32.445
353.2125489;511.8161034;39.6125
349.62669;547.9453978;36.3075
349.687834;550.0747029;20.8225
351.6953474;563.4899775;22.235
349.3579746;582.4042889;26.8075
344.6685526;598.3810089;25.59
341.2506497;614.9960447;24.2725
345.9400104;640.2359448;27.385
344.5581981;631.950477;24.3525
333.5672006;611.1150279;20.6925
322.313203;582.3767794;20.3325
312.0018379;564.5026859;22.7575
306.8949351;546.0322219;28.165
304.1642461;534.8632071;29.955
302.9782672;514.6454453;32.4875
304.0768567;496.7945582;33.4575
306.8291478;526.063137;33.3
311.7037396;556.3471161;31.815
315.0979621;579.8825681;31.0975
324.5585634;595.909544;35.4225
334.0545829;609.9302487;54.6525
340.8610695;618.7378619;64.325
342.8054117;616.3016783;57.6
343.9028341;610.1281152;53.32
338.7028083;589.30698;54.7325
337.6549699;550.4114543;62.36
337.1818244;528.7624344;39.13
339.6045416;495.1472062;54.2925
341.5759171;473.9864773;64.67
338.770468;476.5411059;56.59
337.1532013;506.2080688;35.1225
341.4083147;530.5131357;28.7425
344.3955878;537.1034705;27.99
334.0479029;559.7200197;28.2675
321.9499705;573.581606;27.24
314.045754;576.5122156;19.54
310.3212016;581.5964647;10.305
305.8992985;564.4814087;7.445
303.6632022;562.860129;6.405
303.9640736;562.5886309;4.2675
306.9829922;539.9764849;2.965
309.6916506;504.2304218;3.0575
311.6287221;496.8128566;2.03
318.0950918;485.615562;2.6225
326.708214;474.8952601;3.4
331.7007101;479.3401674;3.455
334.4199026;476.0236608;4.5325
335.7084839;453.87912;4.335
336.0709876;408.3022952;3.7975
335.0875709;385.2932238;1.9275
335.5660899;372.1676302;2.15
339.6285057;389.2580818;1.9275
340.7209647;417.7111972;3.585
337.3025698;448.7904178;2.5575
336.0149261;524.0753096;2.335
340.8201813;562.9612465;2.3725
344.2172992;573.0182595;3.56
333.5215358;555.4191167;5.165
319.8500922;568.1808154;7.8025
311.6936009;556.2028439;7.9725
306.9600324;542.9001614;9.015
304.6456653;534.3656248;9.585
304.8956126;529.5871964;9.7625
307.5288929;539.25177;4.8775
314.5927171;555.4990974;7.485
328.2685898;583.9089645;7.1275
338.8103752;606.3752658;1.7975
344.4131808;563.9722002;1.9
343.3725588;488.9536275;2.03
343.2413521;422.6001041;2.03
343.0880715;400.8594855;2.03
341.1562903;361.0506187;2.8075
343.2077391;351.6219746;1.4275
344.0226633;350.2989894;3.6125
345.3338652;357.2282054;1.835
346.3301493;372.7779584;1.8625
346.6754286;402.0811199;2.8225
340.5756394;396.9365371;3.27
337.0991734;408.1827032;2.73
343.6001584;450.5628554;6.7875
347.3037924;492.0318198;7.6175
332.811457;514.1958805;7.9975
318.9770822;502.2790909;7.25
310.594638;453.6680745;9.3975
305.6771297;468.0964413;7.09
302.879199;489.7005314;8.3675
303.3315136;510.0504383;9.105
304.3597984;535.0244356;10.1475
312.7388795;527.352646;12.6775
330.5712445;568.2002896;10.0675
346.8278225;607.8857728;6.275
355.1900062;592.2027261;6.7475
356.8443682;537.9045589;3.925
357.96097;507.6587068;5.8475
358.1647377;483.6566932;7.9475
355.8290205;463.8227442;8.9475
354.847443;454.5194666;16.6575
354.7710628;436.7518632;7.405
345.0855411;460.3078025;12.665
342.484538;459.8731153;28.5975
344.2107566;449.6170732;13.955
340.3475664;455.0986081;27.925
340.5507385;474.1868898;79.0725
341.8540605;504.1081857;80.97
342.2768512;512.9316073;91.6575
331.8011866;507.5316019;96.2575
320.643561;504.1192985;88.2325
310.999321;508.504177;75.33
304.934505;523.9802213;52.12
303.4236852;527.1316528;59.0025
302.4150945;551.4070815;104.3325
303.5532288;558.4167137;47.9025
311.3795548;578.1203775;32.6025
326.0420973;599.5305176;22.905
340.4910059;607.5613945;17.845
347.8096061;619.6304555;16.7225
347.826876;540.9160179;17.395
352.0892825;490.3609733;26.4625
352.2948593;462.6512817;47.3625
350.5505015;423.5286169;30.5225
350.3013887;393.6361456;22.0225
349.3683621;389.0103594;19.19
348.850454;408.3677544;12.35
352.1835005;409.0910953;10.62
353.1169958;408.159617;12.01
345.6953665;414.0902753;15.4825
343.1522231;433.4227359;9.66
347.1084933;475.5675884;12.4
348.842765;481.93476;19.5825
334.6347245;495.3140189;17.895
319.0907051;484.4889987;25.895
309.2770414;499.9845035;25.0925
303.9074228;502.302522;21.6025
301.2672099;520.5595703;12.9375
302.0016826;528.3077682;30.415
304.7611757;526.9977508;38.31
312.7160405;535.3968676;42.3975
327.0131639;560.224487;53.6375
341.0070451;571.2220896;56.2075
348.0587973;545.9650067;95.205
350.9407408;502.7685228;66.935
351.9502882;438.9060888;52.3025
353.6859678;428.6689955;69.6725
350.8129563;417.56032;59.9625
350.5246833;389.8036713;61.9925
351.2793471;385.8705908;64.6675
351.5548096;386.8432904;76.04
352.3058783;390.3775289;75.4625
350.2752755;407.9342784;71.4025
343.4065155;440.5101431;54.7025
339.7359975;465.1738877;39.455
342.465756;467.9786915;50.4075
347.0782786;461.0058231;45.385
335.3135137;464.4667432;29.9425
320.5585351;474.7874442;35.0925
311.2118861;477.8593318;25.1025
305.2130288;459.216446;24.8425
303.2955648;447.1823734;14.6675
