Load;Heat;Wind
357.8845602;581.8321667;29.995
353.1526604;585.5478659;29.665
350.7779787;585.7761644;29.6525
349.709452;579.338073;32.93
352.5499046;583.4648409;32.7
358.6924886;603.6804099;29.1925
371.8161989;639.9569574;19.7775
387.5818438;708.2434066;24.445
393.6929214;714.4116642;34.54
393.151456;690.9056113;35.685
393.177011;681.9597007;29.9
393.7919584;685.9602816;28.265
390.8101353;698.506352;22.72
390.1234904;703.9157404;20.2925
390.5568927;686.0741937;17.345
391.8863282;676.0072149;14.9825
396.9089134;673.504727;16.5225
414.9408385;666.2480479;15.035
412.0227693;671.4086196;16.7775
406.6559318;671.7556693;31.195
400.4514079;669.1034642;39.815
392.4525091;672.5633601;48.63
378.8175458;648.711469;56.0775
364.2477977;636.7936754;69.2125
355.216776;598.9485338;80.1525
351.738283;574.1968989;83.7775
350.6250661;558.4801653;84.0525
349.8707784;547.4873919;77.04
350.2902643;537.1842587;85.625
357.0987513;527.099137;78.265
373.2607906;582.3127648;60.2625
392.9461973;680.5268081;67.5375
398.55126;729.1584366;104.1475
395.9368437;730.2405164;89.985
395.4639585;704.0067486;62.36
393.3354179;685.6535943;49.815
390.6513476;694.5812009;46.045
388.2151708;694.9324789;42.7525
385.1963107;681.9546998;44.65
386.9027633;658.2231837;31.615
391.7461869;695.6599336;29.35
406.5391034;697.1024126;24.8025
404.6987463;681.3791387;27.36
399.0420823;658.1696398;36.635
396.2209693;664.5995847;39.1425
389.2726588;675.4312856;56.365
376.5624177;670.5508249;42.6225
364.7251243;658.6515351;39.1375
355.2030753;656.7946576;29.6925
349.9912901;659.149291;27.4775
347.902111;662.2433671;28.6375
347.3264469;660.6632898;23.05
349.4885692;653.3690215;20.0725
356.7835687;680.6345245;16.79
371.9819354;753.7859678;12.69
391.3464261;814.8019279;5.11
394.587044;824.2091704;5.7025
393.5405668;817.4110101;7.5375
396.3482248;817.7537557;7.1675
393.9664846;818.0104834;7.83
389.2545185;813.7777371;13.14
389.2986868;820.4489816;17.66
386.8270668;810.4627565;17.105
388.1482864;796.986584;19.08
390.61689;829.3008806;18.965
400.296551;809.8291174;21.7175
396.0699364;802.9523225;19.0025
388.341537;803.5272559;18.6725
384.7395324;773.9188354;18.49
380.6280149;771.2232167;22.14
368.7422596;764.0117601;30.325
357.3496582;747.708208;31.025
347.2568342;730.2311273;26.28
340.7050692;722.6784934;18.61
336.9425705;718.8243241;12.9025
336.2968546;703.5454223;9.9875
336.9644636;702.4363451;10.555
339.4488596;710.0494381;8.3925
345.2397573;720.073425;5.045
354.998241;725.7532503;4.65
362.773602;753.8701522;2.3875
364.451808;837.5888087;3.9675
368.5262798;862.345165;2.2825
369.4313409;807.9885949;2.7125
367.3231542;744.3681225;5.545
366.5303981;740.3837852;6.0175
363.9436187;722.2809185;4.9525
362.7040143;704.8537797;5.155
369.0700672;687.8947501;10.16
384.9540209;690.2909429;12.705
383.8202445;704.1929386;18.62
377.5384735;699.089509;25.4075
371.8379907;677.5964233;26.7025
365.7060126;661.4520339;24.3125
355.2102105;639.5096401;18.87
346.1838468;639.094969;20.665
337.2189596;627.9475712;19.6225
332.4994032;590.9198018;13.64
328.9140456;574.9093984;10.0425
327.9230113;574.2527976;7.655
327.6222831;581.2316257;10.2
329.5715335;585.738627;9.4
333.6103162;583.1851597;6.43
340.1162424;591.7881614;3.165
345.970944;593.0755746;4.85
348.343287;641.6476826;13.415
350.2261279;718.9672852;21.52
353.4052871;702.1644197;35.7425
352.9125127;694.7780798;44.1225
352.0672872;703.9328905;50.1975
351.5281274;697.3271621;76.7275
353.4995301;698.6608449;100.935
363.8386511;716.965831;91.8675
382.9954875;713.1489481;77.9
381.8158387;704.3631767;71.7275
376.6084925;704.0355008;53.495
371.9341473;697.3381009;30.075
363.5339466;683.8407765;20.57
350.3806642;683.4729574;12.665
336.9168884;690.8973201;8.355
330.7336806;685.8570842;5.3325
325.97319;681.599078;4.5825
321.8545153;684.649535;3.7175
322.09631;692.1185178;3.205
324.2114861;694.6137877;3.5075
333.3683023;698.9026915;1.835
351.1421466;731.1111558;1.28
371.7796153;795.7113087;1.3725
375.67739;786.4815339;1.6225
373.5457035;808.1597371;1.28
374.7443625;823.2906113;2.455
375.9134261;819.9807131;3.2675
374.4658696;811.5250589;3.545
372.8883874;793.488201;5.8225
370.0654104;804.0553568;6.3275
369.6391477;796.0913902;6.9725
376.7456796;789.8214617;6.7875
392.0773535;799.4676279;10.2925
391.7886735;789.1691409;7.8425
386.5415327;765.3197691;14.6775
379.5660546;737.950549;14.18
369.9508283;721.1908339;13.48
355.065292;732.528799;13.045
340.5632817;705.4938498;13.8775
328.5789502;675.701504;17.185
323.3346087;662.0729197;20.285
320.89194;658.9073023;23.235
319.3526331;655.2117393;23.83
321.0934067;654.3150415;21.1525
331.0557891;667.3743575;12.835
347.0861094;728.9529926;11.0825
366.5397715;808.8201079;6.2475
370.4127599;685.6771784;7.5525
367.3641516;821.2481201;6.6925
368.0922544;789.7126871;4.6475
368.6746404;806.248962;3.2575
366.8978716;812.9871818;3.965
365.7215361;800.3240637;4.2025
364.2223507;794.338068;5.33
364.9781945;806.8813314;8.05
370.7640476;800.3132933;8.75
385.8753036;772.8210402;3.3225
384.8397242;787.4230042;2.89
381.1039574;805.7583615;3.915
376.8637903;782.9361275;4.44
366.5902445;776.261526;6.855
351.5977156;782.6363131;11.94
335.9002352;768.8107283;13.165
325.6228903;747.118688;14.59
320.8233265;720.4085195;16.1175
317.3545813;707.3723107;16.3425
315.8507605;700.3125592;21.6675
318.6133146;701.9750688;29.0725
327.2736174;717.8665073;34.6475
345.546962;774.5870659;33.5775
367.3396504;848.849324;46.075
365.8053143;870.3274296;43.895
361.3588583;859.6499516;53.965
360.1054101;861.6342075;33.5125
361.3984658;858.6983858;34.6325
361.897954;815.312429;40.1275
363.2972458;794.686098;69.8575
363.3218602;836.2912298;59.1025
363.5049277;853.1154677;39.835
368.9772544;827.0170951;23.5225
382.138951;834.8328494;23.855
380.5972718;826.6587732;29.0475
379.4332283;811.9245513;24.1325
372.8455856;790.8748742;26.965
364.2633981;774.8239524;28.4675
348.9996167;752.3956127;32.185
334.2332229;721.0644031;33.235
323.4673212;701.561135;32.7375
319.7949297;696.0361986;30.3375
316.2437619;659.6936853;29.865
316.0269137;624.0465439;20.94
317.9856198;640.4650772;20.9175
327.0002864;676.3379324;21.7425
345.3536282;695.1566142;14.4575
366.7999268;782.4001433;15.315
372.3133653;799.4580597;14.0225
369.551628;789.2586847;11.1225
368.590741;783.309399;8.735
368.3255042;792.0693431;7.1325
368.3397593;797.1300852;8.2875
367.4272534;787.3014017;12.93
367.3256338;782.3850429;13.9975
370.3080527;810.5518778;5.6525
376.4559062;802.7569204;4.285
388.0736508;771.4035434;4.6775
382.5262097;780.3501362;12.415
379.765664;776.4261618;18.395
377.5109633;770.27575;23.84
369.81541;779.0445625;24.63
355.5736207;770.748074;30.0225
341.5665268;751.1892772;29.6375
332.6637253;687.31831;30.205
326.2450965;665.8427271;25.83
323.8545614;645.5892618;18.7425
323.1602839;639.6072627;25.09
324.5858763;649.0128732;33.725
332.1308903;641.2150378;23.2075
349.0025862;689.9478777;16.9175
370.1392653;771.7111851;18.4525
377.1871288;786.5111445;27.0675
376.6034019;793.8817823;17.75
377.9193554;811.8715444;8.765
378.4251586;815.6649217;7.5775
377.9994576;823.9490581;8.6425
376.4031409;820.7922665;8.4575
376.5825515;819.4943263;12.295
375.8353352;834.9982075;17.565
378.7043993;816.6257159;25.7825
391.4418744;840.6140316;39.2425
388.868047;828.2979765;65.075
382.646731;788.8927633;74.8675
378.4812157;765.2766652;80.8775
370.9307921;755.6297775;52.055
359.5385694;742.1076471;44.545
346.6831005;709.4491542;46.7975
335.5865253;709.0841786;50.7225
328.7846713;699.7233446;47.775
324.1354021;696.7133383;55.375
324.3014539;688.0240253;69.555
323.9788214;683.9056809;89.615
325.6102364;683.2910392;98.3125
333.7767921;667.440943;92.9925
344.8094763;681.5764815;90.42
354.4629045;701.0805684;101.3425
358.4190957;723.9032435;74.9875
362.4495543;745.7371518;76.55
363.7149974;757.8810981;59.2775
361.4654156;759.4158719;54.0475
359.0886914;776.6796514;63.32
359.0122416;780.7525828;45.285
361.902509;785.1122544;36.955
368.4483928;768.3350438;37.2925
381.555727;739.0604342;19.915
380.5546475;762.2221328;22.09
373.5925931;758.1724331;30.3525
369.4504643;725.844426;32.4725
363.1320349;707.1967787;25.355
354.369508;695.0111541;22.76
342.64063;693.1189526;19.4375
333.3282715;702.3211653;17.735
328.0942883;702.9559002;12.7175
324.1995293;706.4470153;3.9825
322.6212824;704.917924;4.3975
321.2295689;717.3914681;7.13
320.7506498;715.8193382;15.9075
325.9271485;718.4147018;16.5
333.8043384;744.6547851;11.94
340.3635454;765.4899219;15.3
344.3881906;772.0730996;20.7025
350.6124943;751.811313;18.66
354.5229208;773.0807131;17.16
354.7980313;741.7076965;15.9575
354.0971312;721.9226504;16.5675
352.7771532;722.5000097;25.105
354.6578676;760.2805247;23.8
361.422284;791.232817;17.58
378.0678374;827.6551051;11.36
380.2195393;830.9969789;15.05
375.091045;825.9965399;27.015
369.4360652;854.3107477;30.1675
360.9879903;853.5493227;29.6625
347.6488237;830.1640015;22.52
334.6575705;821.0877518;16.5525
325.3715816;800.7942954;12.295
320.35907;800.7675503;14.445
317.2888327;823.6510678;26.775
316.9442526;810.3598495;33.9475
318.5423305;806.5543813;29.5975
324.5926792;812.162254;31.59
342.2364247;842.3481716;25.395
363.3208189;884.3308734;19.7425
368.4547807;917.3713723;31.575
368.4970283;923.9766799;47.9325
371.8087834;908.3114526;39.22
374.3835334;842.397051;32.7375
372.7729721;768.2133758;27.12
371.3956339;713.7210268;31.97
370.3620901;744.0669777;34.4225
371.0282706;780.7879701;37.705
375.6382146;812.1412447;59.395
388.9179776;843.6764456;92.475
390.1288257;875.0538598;58.725
383.9938;861.6650594;54.31
377.9290252;892.8582429;47.81
366.4749224;907.2179891;45.64
352.3763526;831.5543255;33.29
337.4940307;831.3954518;29.795
327.469604;838.9107822;29.07
323.0527752;802.8782128;27.15
318.1265867;778.140129;20.1475
317.8739779;788.8697128;9.78
319.0488051;802.8343603;4.97
328.7338394;810.8438627;3.3725
348.3554514;830.1674429;2.6125
369.3688038;942.1502363;2.9
375.1562138;972.3551195;2.085
372.5558271;998.1942865;2.2425
372.1550601;904.5962793;3.795
370.907729;830.816573;6.9725
369.1473478;811.8389614;11.7425
370.1938948;796.5588218;16.495
369.2828577;779.7509252;16.725
369.9837525;792.4460909;17.185
373.5216889;822.2874212;17.3675
386.1421432;822.4309749;19.4
388.9404679;869.7416895;23.9075
384.3207664;832.7194514;26.7525
378.0514615;842.8833646;18.0925
367.6133888;841.148849;15.8
352.8957908;835.2874066;7.605
339.2753859;831.756143;7.605
328.6730628;789.5959305;6.4325
325.3859322;764.9840725;7.155
321.9008767;785.1551365;2.74
321.2773069;794.6696689;3.49
322.7678429;807.9582616;3.965
330.444106;821.2042034;2.7575
348.3837174;870.4496868;3.02
369.1612203;957.398399;3.0075
372.317019;981.5739805;2.48
371.3118995;968.8985294;2.785
369.9213077;922.4689807;4.6
369.0310513;902.6309313;4.795
364.0105411;864.1164074;3.715
364.4697453;857.1449687;4.9525
366.4878439;897.3597079;5.03
367.4004775;916.4783281;4.8975
374.6601808;908.3686486;3.6625
387.6822577;922.3738446;3.77
389.1750901;896.7220981;2.86
383.3766025;931.6423189;10.1475
378.7285202;940.3241147;18.8325
368.7771362;917.6580474;21.76
354.1365497;941.1020893;22.8525
338.2677437;921.4823131;20.44
326.4872473;883.1205551;20.3725
321.6022304;899.5265883;24.9625
318.9760582;879.6804187;35.82
317.513611;914.4531262;34.42
319.7512591;971.9714838;32.9875
327.1849143;959.4653856;29.3325
343.4230215;1005.104796;27.9425
364.742932;1111.420668;24.5675
365.245506;1153.337571;20.6625
363.4917942;1147.994846;20.835
362.0902851;1124.72773;26.145
361.2251525;1119.799996;31.1575
359.3944991;1058.635258;28.055
360.7121436;958.3929766;26.32
363.336439;1026.269681;31.9825
362.6280773;1099.131652;40.4575
366.5246439;1118.459883;42.6475
378.6239104;1116.235206;38.045
384.3783513;1086.907595;50.7775
380.4815074;1077.407565;45.7175
375.2830375;1081.346097;35.69
366.7703584;1065.43103;31.55
352.1285407;1055.369061;38.5725
337.8596654;1010.00946;47.0075
328.4425212;982.9628027;65.38
323.4655584;987.829077;69.135
320.8034916;942.578384;49.3925
319.9330368;937.1308878;35.425
320.7796402;945.0040263;22.8925
327.4600061;953.7850344;17.3675
343.6631466;1075.248258;10.6375
364.929372;1148.161689;13.085
366.6553492;1175.434494;16.7075
365.4827252;1155.329232;20.045
367.3406098;1143.099375;21.18
366.5370054;1117.428973;19.2025
363.4447163;1097.835066;9.2525
362.2209587;1096.5101;10.885
359.2626529;1115.391756;10.915
357.8441141;1135.160083;8.1575
359.2571421;1098.982517;10.86
367.1479104;1139.260956;18.54
372.9950689;1133.6438;38.8775
369.6424181;1093.690203;58.75
363.8894243;1076.811652;81.375
355.1082537;1068.825277;77.435
345.229741;1059.657977;74.6675
333.0407858;1059.322528;73.2075
323.153193;1045.790025;68.87
316.9739973;1015.142102;67.0175
314.4242106;1015.849955;53.1475
313.0982354;995.4354724;65.97
313.079711;986.2600478;59
315.905353;1034.948786;43.49
323.6854568;1020.461609;58.4175
333.5019985;1023.617444;59.9625
337.7231747;1021.924371;58.2375
343.3782756;1028.325518;64.2825
347.0521224;1112.803556;68.1325
347.8215441;1159.187992;108.8175
345.6230837;1071.333806;78.5575
342.7293031;1022.154064;53.1225
339.4456037;982.8386495;53.15
338.1456903;1020.501123;71.335
340.7074973;1056.537369;78.6775
353.0508939;1077.94273;62.6775
363.9396288;1120.97632;50.3025
359.4938314;1129.143289;45.1775
354.2854295;1108.144322;34.86
348.8239432;1101.771568;28.49
340.6390849;1064.913494;26.5425
331.225432;1064.097211;21.56
320.7449177;1058.649448;11.56
314.5289823;1052.272437;12.1125
311.9087296;1043.463794;11.1775
311.2801976;1078.562662;11.425
312.3996346;1067.250425;12.36
314.1056292;1044.510861;14.0375
318.9089401;1037.603589;21.3725
327.0883711;1058.76899;20.9125
329.5853457;1058.863469;24.5025
333.1677457;1029.137729;33.0375
338.8320751;998.846218;38.785
341.6768705;1005.211617;41.9475
341.6571551;982.9726712;35.595
340.0036228;924.4310575;45.31
338.600455;934.8052392;59.855
341.9537716;932.6013417;51.525
349.9565604;936.1950391;45.2975
